2.0401,2.8489,0
4.3925,4.0144,0
3.4919,4.792,1
1.7962,5.417,0
3.1561,3.6073,1
1.89,4.935,0
4.3722,3.526,0
1.4311,4.1961,0
4.4978,4.6972,0
3.3956,4.1016,1
4.1748,4.7075,0
2.3633,5.2521,0
1.6543,4.381,0
3.248,2.9518,0
4.2462,3.7536,0
4.7713,3.5367,0
3.8863,2.9996,0
2.9696,4.8307,1
2.7676,5.0735,0
3.6244,2.6863,0
4.5804,3.1632,0
3.482,2.4633,0
2.9992,2.5587,0
4.0816,3.2713,0
2.7762,2.6857,0
4.7029,4.9487,0
2.7239,5.3968,0
0.72382,4.984,0
0.025472,5.0299,0
3.6142,2.4973,0
3.0687,5.0793,0
3.2208,4.0204,1
1.9972,0.92604,0
3.2887,4.2803,1
3.7684,4.2252,1
3.468,2.2948,0
4.1346,6.7139,0
2.8133,5.1914,0
3.8048,3.3452,0
4.3028,3.5871,0
1.8864,3.0593,0
3.4575,3.9348,1
5.0194,3.7721,0
3.6265,3.7856,1
3.8734,4.9384,0
2.8683,3.8506,1
1.9074,6.6417,0
2.8369,3.8398,1
3.7386,2.5641,0
4.5995,3.7444,0
3.0156,3.6566,1
2.7201,3.9775,1
3.8967,3.2162,0
3.5122,4.0351,1
3.895,5.1453,0
2.9248,4.2117,1
5.0776,5.0461,0
1.9598,4.9892,0
2.4191,5.6786,0
2.4216,3.146,0
2.1284,2.1195,0
4.4489,4.5008,0
3.6332,4.727,1
3.3788,6.6255,0
3.9625,3.2931,0
3.3845,5.4769,0
4.3784,3.9393,0
2.7104,2.2817,0
0.39098,1.7567,0
3.0879,3.4598,1
2.7025,4.3886,1
3.8504,6.3651,0
4.2539,3.6494,0
3.9767,4.4854,0
3.9455,3.3138,0
4.8195,5.0543,0
3.1182,5.1155,0
3.9327,3.0662,0
2.2155,3.5162,1
3.1377,4.8596,1
2.1423,3.6363,1
2.1229,3.265,0
5.0944,2.7962,0
4.0972,4.4694,0
4.703,3.4202,0
3.1288,5.9188,0
2.9339,3.7869,1
2.0871,4.436,0
2.6227,1.9675,0
3.4099,2.897,0
4.2293,5.1637,0
4.0832,1.8946,0
2.5707,5.9256,0
2.0724,4.6969,0
2.8371,3.6792,1
2.1866,5.5973,0
3.0512,3.2781,1
4.3033,1.4037,0
4.0423,3.0861,0
3.4518,6.6458,0
3.0728,3.351,1
2.3804,5.9861,0
2.939,4.6193,1
2.92,2.8323,0
1.232,3.724,0
2.1649,6.0523,0
4.401,4.1325,0
4.0037,5.3494,0
3.4265,3.0668,0
2.1065,5.7826,0
4.3058,4.8781,0
3.2493,5.4014,0
2.9443,4.4785,1
3.418,5.2855,0
2.108,4.1044,1
1.2298,4.0671,0
2.6612,2.7562,0
3.7273,6.348,0
4.3112,4.6157,0
3.7041,4.5115,1
3.4886,4.8827,0
2.8207,3.7957,1
1.8695,3.646,0
1.4752,3.3784,0
2.7696,3.435,1
3.3149,4.4871,1
3.5804,4.6415,1
1.8212,3.4715,0
1.7495,4.6022,0
2.709,3.692,1
3.3647,3.3365,1
2.718,3.0237,0
2.9135,4.3389,1
3.5165,3.9489,1
2.6196,2.5649,0
3.0249,2.2126,0
1.3847,5.2325,0
4.1819,4.9337,0
2.9888,2.8741,0
3.3455,3.5394,1
5.0536,4.886,0
1.3806,5.1366,0
3.8471,4.3981,1
1.3855,3.2484,0
2.9031,5.0981,0
2.4307,1.8283,0
1.8562,5.0889,0
4.8284,3.1756,0
4.4404,4.0185,0
3.8043,4.8399,0
2.9506,3.0928,1
2.3553,0.85193,0
2.9143,3.5203,1
4.4165,4.3465,0
3.074,4.7642,1
4.0005,3.762,0
3.5546,3.238,1
4.4074,5.729,0
3.8516,4.6582,0
1.612,4.3128,0
2.6938,4.0406,1
3.2404,5.1928,0
3.1648,2.6014,0
3.2158,4.2371,1
2.581,4.0319,1
1.7232,5.3929,0
1.5209,4.8228,0
0.24324,3.8045,0
3.8013,4.4755,1
1.9053,5.4163,0
3.8148,3.8666,1
4.4961,3.3692,0
3.5466,3.1924,1
2.1187,5.8333,0
3.4504,3.4705,1
3.0786,3.7746,1
3.4244,4.7405,1
2.417,3.2064,1
0.91364,2.4462,0
2.3206,4.7764,0
2.6423,3.309,1
4.5991,4.0303,0
3.0413,4.2609,1
1.9278,1.5714,0
3.0096,4.0736,1
2.2112,4.3058,1
3.4621,4.4811,1
2.9275,3.6536,1
4.2956,4.8136,0
3.1105,5.924,0
4.1853,4.4536,0
3.0662,2.3448,0
1.1129,4.4275,0
1.9892,4.9314,0
3.6177,3.7384,1
4.2654,1.8208,0
4.294,2.6568,0
2.9969,4.0908,1
2.1558,5.2159,0
2.5129,5.7768,0
2.9548,4.5007,1
3.646,3.9861,1
3.6912,1.494,0
2.5476,3.4077,1
3.1784,5.7089,0
3.7329,3.5741,1
4.658,4.0764,0
2.7136,3.0378,0
3.9649,4.5342,0
1.5862,3.612,0
3.2388,4.4808,1
1.8316,5.371,0
1.9167,2.4917,0
4.6412,4.8633,0
3.2424,4.5249,1
2.9686,3.291,1
1.5879,2.1606,0
3.7993,2.8839,0
3.2623,4.4627,1
2.2292,2.8412,0
4.5096,3.5831,0
2.9192,5.9909,0
1.7967,4.608,0
3.7624,3.8948,1
3.6336,4.1026,1
2.8063,5.6222,0
3.1898,4.2199,1
3.4135,2.4492,0
1.4281,5.1096,0
3.1701,2.7056,0
2.9572,3.6436,1
4.4492,3.4053,0
1.4894,5.2057,0
3.8534,4.4096,1
1.5899,4.1404,0
3.2534,3.893,1
3.109,4.051,1
1.5371,4.4506,0
3.7048,3.6569,1
4.3619,4.737,0
2.2573,3.2417,0
4.4063,3.4158,0
2.2564,2.9839,0
3.8978,4.7909,0
5.2668,2.6285,0
3.6339,4.7734,0
1.2776,4.9235,0
3.9926,4.6967,0
2.7474,3.8607,1
3.2251,4.9516,1
3.01,2.6489,0
2.2562,2.4902,0
2.9367,3.4773,1
3.2129,5.5814,0
1.7138,2.2011,0
0.30186,4.1803,0
3.2786,4.8336,1
2.8542,3.7904,1
0.65212,3.0366,0
4.6401,4.1847,0
2.3051,4.9343,0
4.041,4.5303,0
2.6271,4.7918,1
2.9198,3.971,1
2.6466,3.3735,1
3.7221,4.7355,0
2.9681,2.7467,0
3.1023,4.4709,1
6.3601,3.9666,0
4.0513,4.5269,0
2.9385,5.2616,0
1.6581,4.0169,0
1.5209,3.3367,0
3.1954,2.5332,0
2.9099,3.4154,1
3.9504,5.8199,0
3.0159,3.7872,1
2.3406,3.6895,1
1.4223,5.6863,0
4.7504,2.96,0
3.3436,4.1722,1
2.1157,3.891,1
3.0799,3.3824,1
1.9668,3.6632,0
3.4946,4.3164,1
2.1064,4.8156,0
2.1735,4.8395,0
1.653,3.9086,0
3.6371,5.7665,0
2.9205,2.2254,0
2.1074,3.2006,0
2.8104,3.4318,1
2.7833,3.2568,1
3.3643,4.0086,1
4.6975,3.1064,0
3.3918,2.9501,0
3.105,4.4651,1
1.8094,2.3976,0
4.2027,6.2385,0
3.8884,3.2269,0
1.898,4.5954,0
3.892,2.6414,0
3.4822,3.5458,1
1.5968,4.5618,0
2.4673,3.4763,1
5.0207,4.1907,0
3.9863,5.5489,0
4.1743,2.9125,0
1.6208,5.1207,0
0.7926,3.1655,0
3.0322,3.6946,1
2.9054,5.2151,0
2.9841,5.0051,0
5.3071,3.8136,0
3.7352,4.1262,1
2.9842,2.3935,0
2.2,4.787,0
2.3431,4.6903,1
2.4081,4.6353,1
2.5598,3.5213,1
3.247,2.7996,0
4.9847,5.6201,0
3.1771,4.1592,1
4.8744,4.5174,0
3.7467,2.9347,0
4.2554,2.8692,0
3.1293,2.8808,0
1.9856,4.0371,0
2.4879,3.8985,1
1.6037,3.5663,0
3.6523,3.8305,1
2.9637,1.4866,0
3.8192,4.5251,1
2.6505,3.6461,1
4.6249,4.5749,0
3.1427,4.0952,1
3.6213,4.0509,1
4.3872,3.3402,0
1.5766,5.1994,0
3.7234,4.9473,0
4.1334,5.1423,0
1.9824,4.6795,0
3.6131,3.8906,1
2.4526,4.6152,1
3.8538,4.4643,1
2.1795,4.5723,0
4.0435,3.6795,0
2.9782,2.4746,0
3.2353,5.2818,0
2.2335,6.2784,0
4.7983,4.2634,0
5.2647,3.8857,0
2.5329,4.5028,1
2.1675,3.5415,1
2.8736,4.3448,1
2.3358,3.1277,0
2.3147,5.1138,0
1.0215,3.1488,0
5.5627,2.4079,0
3.4141,2.6602,0
2.6229,3.9706,1
0.61588,4.3905,0
2.4957,3.114,0
2.8889,4.5359,1
4.4665,5.6411,0
3.7597,4.8561,0
4.6892,4.7046,0
3.1338,2.8086,0
2.5587,5.5145,0
2.1937,4.4065,1
2.8616,3.6387,1
4.5975,3.2722,0
2.7476,3.6987,1
2.886,4.2826,1
2.1292,4.1811,1
3.7562,4.0932,1
2.1345,3.606,1
4.8696,4.7304,0
3.4461,3.2538,1
1.5055,2.9492,0
3.2267,4.5244,1
2.3823,3.3024,1
2.941,3.4335,1
3.1157,3.6994,1
2.5971,4.8784,1
3.137,4.3292,1
3.3377,3.3288,1
4.2006,3.9236,0
1.4835,4.5477,0
3.6586,2.4749,0
2.6942,3.3034,1
2.6837,3.7143,1
2.5832,4.6612,1
3.0407,3.9611,1
3.2823,3.3382,1
1.7011,4.3187,0
4.6081,3.8552,0
2.7632,4.0362,1
2.7014,2.5426,0
3.4481,4.4787,1
4.3349,4.2021,0
2.6747,3.5005,1
4.1506,3.9569,0
2.0999,5.4257,0
1.9737,2.5951,0
2.783,4.2876,1
3.4039,4.793,1
1.5628,4.342,0
2.4172,3.5204,1
1.0125,2.5833,0
2.4036,4.4244,1
1.4679,3.9811,0
2.9727,2.3982,0
3.5368,5.2773,0
2.6339,1.5365,0
3.6928,2.6994,0
2.2897,4.1386,1
2.2746,3.5353,1
3.3303,3.4822,1
1.2423,3.1513,0
4.4111,3.7862,0
3.7515,3.5303,1
2.2399,3.413,1
1.7887,4.811,0
4.9865,4.7316,0
3.3467,3.862,1
2.6908,4.2828,1
3.8388,4.4585,1
1.0792,5.1636,0
3.8856,6.0043,0
3.2096,4.0676,1
2.9218,3.8655,1
3.6001,6.3881,0
2.5512,2.7605,0
1.6332,4.6247,0
3.9917,4.4369,0
3.6242,3.6351,1
1.6633,4.0491,0
4.9753,4.5536,0
3.6314,2.0784,0
2.3482,4.0594,1
2.9942,3.0252,1
3.8415,4.1099,1
3.6205,3.4825,1
3.5814,2.596,0
2.2445,4.9484,0
5.6053,2.6596,0
1.1009,4.2717,0
3.3415,5.3065,0
3.6067,2.2741,0
2.7305,5.3661,0
4.0153,4.026,0
2.7071,3.3963,1
4.2791,2.6076,0
3.0708,4.2586,1
3.9219,4.5526,0
3.5049,5.0238,0
3.2959,3.8635,1
2.3169,5.1594,0
2.6045,4.2593,1
2.9759,5.8819,0
2.5903,3.6502,1
1.8859,2.8845,0
4.2586,5.0868,0
1.8016,3.6294,0
4.5851,4.5816,0
3.2276,4.5176,1
5.5931,5.5038,0
3.2626,2.6809,0
4.4198,2.8257,0
2.8876,4.1804,1
4.5191,3.8295,0
2.4188,4.8905,0
1.9711,4.3679,0
2.3759,1.7177,0
2.5417,2.5478,0
2.145,2.7651,0
3.6804,2.6815,0
4.0004,2.4142,0
1.3327,2.6088,0
3.3434,3.5242,1
3.5801,3.1803,0
2.1165,5.5785,0
2.2585,4.1153,1
2.9263,4.7427,1
4.2104,6.0354,0
3.0072,4.7087,1
3.0819,3.5594,1
2.747,4.8193,1
5.7657,4.766,0
4.0925,2.2048,0
1.8015,3.2154,0
2.4888,2.6655,0
2.5576,4.769,1
3.5015,3.7823,1
3.9752,2.9494,0
1.6055,6.2586,0
3.1932,4.6956,1
3.8187,4.5945,0
2.692,4.2413,1
4.4306,2.5293,0
3.3993,3.47,1
3.6542,2.3104,0
2.3454,4.7937,0
4.6606,4.0336,0
1.7115,3.6077,0
3.3094,1.7705,0
2.9473,4.0537,1
2.4307,3.9865,1
1.386,3.2874,0
1.0992,4.0751,0
1.8554,3.1241,0
2.6303,5.0533,0
2.2741,3.932,1
4.1631,4.627,0
2.5808,3.8061,1
3.756,5.2856,0
3.601,1.9813,0
3.7029,2.847,0
1.9446,4.3887,0
3.1234,4.5287,1
3.1329,1.8744,0
1.9472,5.5479,0
1.9164,3.1448,0
3.0104,5.0954,0
2.4179,5.3109,0
3.3545,6.1892,0
4.4187,3.8076,0
3.826,5.6177,0
1.2682,2.3707,0
2.1943,4.8894,0
3.7659,2.8409,0
1.7227,3.9558,0
3.1124,5.8594,0
1.2789,4.8473,0
1.9198,3.9628,0
3.9634,4.4587,0
4.1688,4.2248,0
3.395,2.4718,0
2.8916,4.3216,1
4.0194,5.7911,0
0.92424,4.9336,0
4.6694,4.094,0
2.6422,4.8975,1
3.8762,3.7782,1
1.076,3.768,0
3.1052,3.274,1
4.4694,4.8684,0
3.1994,4.1221,1
2.8145,4.1874,1
3.1086,4.2278,1
4.4651,3.3272,0
1.4319,3.5944,0
3.5658,4.3319,1
2.5974,5.4235,0
2.1423,3.0808,0
4.3704,5.7932,0
3.2618,4.6541,1
2.3703,3.8423,1
3.8142,3.5424,1
3.0973,5.1771,0
2.3512,3.0433,0
2.1005,4.1184,1
3.2005,4.9701,1
4.6476,4.4974,0
3.0695,3.4488,1
2.3457,3.4622,1
4.4315,4.7601,0
2.6999,3.9953,1
1.6109,5.3799,0
1.2423,5.6077,0
3.644,4.3924,1
3.1536,4.9515,1
3.4299,3.9639,1
4.2228,2.4549,0
5.0048,5.068,0
3.7797,3.1545,0
1.3815,2.4784,0
4.7572,5.537,0
1.732,5.2809,0
3.4375,4.1474,1
2.2602,4.7734,0
4.2947,2.5346,0
3.5568,5.0585,0
3.719,3.4665,1
2.448,3.0983,0
2.901,3.5817,1
3.3296,2.5392,0
2.7898,5.0831,0
2.6025,2.9056,0
2.652,3.9215,1
3.96,2.5952,0
3.1669,2.6896,0
1.9289,5.8524,0
2.9515,4.2646,1
4.3089,4.5176,0
2.857,3.5207,1
3.5539,4.0401,1
1.8194,3.34,0
2.8626,2.7102,0
2.3641,2.8766,0
0.58611,4.2431,0
2.4843,4.1253,1
3.3695,4.4346,1
3.3446,3.6051,1
3.5642,3.962,1
3.1695,4.5649,1
2.886,4.2666,1
4.6116,3.2244,0
2.6248,2.3564,0
3.2025,2.7068,0
3.0897,5.7645,0
4.1201,3.7584,0
1.9099,3.5267,0
1.949,2.9783,0
2.9258,3.2745,1
3.4882,3.9402,1
2.9593,3.7792,1
3.0941,2.3143,0
0.64108,4.7938,0
1.4715,1.7942,0
1.8833,3.9432,0
3.7034,4.6488,1
3.0759,4.602,1
2.8555,2.5989,0
1.8461,4.5108,0
4.2892,5.3054,0
2.7576,5.9837,0
3.7506,4.6535,1
3.1516,4.6207,1
1.2777,4.4353,0
3.9013,4.1474,1
2.7064,4.4458,1
4.3007,3.9071,0
3.8506,4.3041,1
4.1839,3.756,0
2.2449,3.9533,1
3.5535,5.0997,0
2.8998,2.9287,0
3.3647,5.132,0
3.2851,2.0797,0
2.7137,2.4078,0
4.7889,3.425,0
3.4061,3.7822,1
-0.021108,3.0917,0
1.8235,4.8329,0
1.9643,3.3475,0
2.3668,4.8728,0
3.5758,4.6627,1
2.6066,3.8013,1
2.8343,5.8554,0
1.1761,4.5363,0
2.6019,5.2395,0
2.2955,3.3134,1
3.0899,3.0357,1
2.9282,3.9096,1
3.8089,4.7901,0
2.7543,4.5966,1
2.8301,3.9031,1
4.5473,2.642,0
3.6098,4.1398,1
3.1288,3.7863,1
4.0872,3.7507,0
4.1461,4.2426,0
4.1276,5.9874,0
1.6646,4.1646,0
0.98059,4.3982,0
4.508,4.3694,0
3.9446,4.0592,1
2.7507,3.4368,1
3.0308,4.4905,1
3.0502,4.2598,1
1.622,3.7705,0
5.2264,5.3748,0
3.243,4.434,1
1.9301,4.3303,0
2.6464,3.1102,1
3.3494,5.2831,0
1.924,5.2743,0
4.3418,4.4503,0
2.1975,4.1301,1
2.5225,3.3382,1
3.5427,2.6411,0
1.757,6.727,0
2.6805,5.0136,0
3.5791,4.1317,1
2.8307,5.8734,0
1.6709,2.0272,0
2.548,4.279,1
2.8448,4.9466,1
2.8174,5.1025,0
2.5843,4.5561,1
2.2521,4.5116,1
3.1379,3.4381,1
3.2471,4.2155,1
2.5665,2.3027,0
2.0507,4.1065,1
2.3353,4.3718,1
3.1799,3.6763,1
4.8989,5.106,0
3.5923,4.2081,1
2.977,4.5277,1
2.9508,5.5031,0
1.9627,3.1299,0
2.5378,2.7828,0
3.941,4.1312,1
4.5383,3.0016,0
2.8662,4.8865,1
3.6432,4.5646,1
1.7497,5.9959,0
4.01,4.1508,0
1.3872,4.6171,0
3.6368,4.9116,0
2.2667,4.6178,1
2.0149,2.6896,0
1.7048,4.6092,0
2.3596,2.6697,0
1.665,4.6231,0
3.4275,2.7295,0
1.6036,4.9565,0
2.124,6.0659,0
1.5383,5.0315,0
2.6786,5.4799,0
4.6006,3.5383,0
2.2938,1.3728,0
2.354,3.2459,1
4.1648,3.8929,0
2.8792,3.2076,1
1.5175,3.0428,0
2.8064,3.8508,1
1.5943,2.3229,0
3.1412,4.6823,1
3.1881,4.5363,1
2.5101,1.9515,0
2.7339,4.0823,1
1.781,5.594,0
2.0767,4.367,1
4.8924,4.7427,0
3.0783,2.7002,0
1.989,4.9234,0
2.3136,3.9319,1
2.4006,4.7824,1
2.0477,4.9919,0
3.6317,2.918,0
4.3281,3.6879,0
3.8448,4.6567,0
2.8574,5.1087,0
1.643,3.5241,0
0.95659,2.15,0
2.6815,4.401,1
2.4215,4.3791,1
3.4942,1.4354,0
3.0624,5.9668,0
3.8685,4.3444,1
4.2937,3.2407,0
2.2176,2.6206,0
3.2803,3.7477,1
3.5483,4.0313,1
3.8536,6.4369,0
2.2351,4.7,0
1.9947,2.6323,0
1.6923,4.7559,0
3.9389,4.0477,1
3.9749,3.1447,0
1.49,3.6723,0
2.9633,4.5625,1
2.0199,2.6296,0
1.9496,3.323,0
2.8757,2.9854,0
4.3956,5.2924,0
3.5815,3.0689,0
1.4976,4.3807,0
1.0704,3.1345,0
